1	3.14804678852e-07	1.42359451732e-05
2	3.18874171149e-07	1.45577315369e-05
3	3.49426173245e-07	1.49070014642e-05
4	3.89832241319e-07	1.47289970499e-05
5	4.34227411531e-07	1.45157295099e-05
6	4.79258383138e-07	1.46116635254e-05
7	5.26490828455e-07	1.4832318621e-05
8	5.71636216863e-07	1.41677264209e-05
9	6.19342320179e-07	1.37178010388e-05
10	6.69984245056e-07	1.42012212143e-05
11	7.18357315371e-07	1.40075304333e-05
12	7.64486034001e-07	1.39531488812e-05
13	8.13592382202e-07	1.38794862217e-05
14	8.59814694113e-07	1.43744812461e-05
15	9.13061548075e-07	1.40004401691e-05
16	9.63017051379e-07	1.40318915301e-05
17	1.00657793573e-06	1.38247674815e-05
18	1.05910024622e-06	1.37969861345e-05
19	1.10401258809e-06	1.37990539896e-05
20	1.15255306913e-06	1.35860624456e-05
21	1.19127631257e-06	1.33192903528e-05
22	1.24374217281e-06	1.36091039724e-05
23	1.28891225155e-06	1.36419417407e-05
24	1.33874605669e-06	1.4184604681e-05
25	1.39614737183e-06	1.42965429365e-05
26	1.43133985289e-06	1.41828855019e-05
27	1.47998565855e-06	1.33908224912e-05
28	1.54355660406e-06	1.41687191379e-05
29	1.58362357913e-06	1.34718711598e-05
30	1.63572639687e-06	1.32369613886e-05
31	1.66167938464e-06	1.38066761732e-05
32	1.69937972533e-06	1.32930678568e-05
33	1.76262631868e-06	1.34555569412e-05
34	1.82376895666e-06	1.3592852604e-05
35	1.87750240282e-06	1.35701517531e-05
36	1.89527036796e-06	1.28391921736e-05
37	1.97326384681e-06	1.28981321609e-05
38	2.03076399874e-06	1.35753859054e-05
39	2.03222972655e-06	1.39552708401e-05
40	2.095441357e-06	1.35947267645e-05
41	2.14147278001e-06	1.39188550266e-05
42	2.20036375277e-06	1.34922465695e-05
43	2.25117035336e-06	1.36330359455e-05
44	2.29556690481e-06	1.28173827215e-05
45	2.34841482976e-06	1.34479843466e-05
46	2.3291040211e-06	1.24161043193e-05
47	2.38263574131e-06	1.30753062745e-05
48	2.47566468544e-06	1.36825706059e-05
49	2.54448706849e-06	1.27362715514e-05
50	2.57835002302e-06	1.40329581452e-05
51	2.63205021972e-06	1.35504207057e-05
52	2.65390461198e-06	1.32585426365e-05
53	2.66189663751e-06	1.35075737337e-05
54	2.73069640448e-06	1.20515398939e-05
55	2.83701207112e-06	1.26940202762e-05
56	2.8417536032e-06	1.20048992787e-05
57	2.9485923055e-06	1.34392655127e-05
58	2.96140323122e-06	1.26352492952e-05
59	2.91967706801e-06	1.33779187826e-05
60	3.04775875085e-06	1.27094235879e-05
61	3.10172833784e-06	1.33251054721e-05
62	3.18433903471e-06	1.1617556421e-05
63	2.94676663182e-06	1.21698950879e-05
64	3.19279953148e-06	1.21836618081e-05
65	3.3335386481e-06	1.20005138843e-05
66	3.32004733883e-06	1.35253287266e-05
67	3.33768211035e-06	1.23383225893e-05
68	3.41833165563e-06	1.26224736948e-05
69	3.30526384612e-06	1.16049927336e-05
70	3.2377874744e-06	1.20426706052e-05
71	3.53107001565e-06	1.36545498282e-05
72	3.62574221345e-06	1.30101963365e-05
73	3.65306988756e-06	1.4026535706e-05
74	3.45051540098e-06	1.19115413092e-05
75	3.69585135276e-06	1.21534501095e-05
76	3.80410819502e-06	1.19610735833e-05
77	3.88855451931e-06	1.29911278059e-05
78	3.79248730484e-06	1.3503973266e-05
79	3.93148294186e-06	1.29697542352e-05
80	3.94169971811e-06	1.41461723265e-05
81	4.04869237038e-06	1.2604631577e-05
82	4.03782648961e-06	1.31473587494e-05
83	4.19581719548e-06	1.27502252442e-05
84	4.20700823909e-06	1.28111238547e-05
85	4.28644705415e-06	1.17855512298e-05
86	4.31992762333e-06	1.15550716591e-05
87	4.31029839885e-06	1.29660319998e-05
88	4.33212008337e-06	1.19705775941e-05
89	4.39964899379e-06	1.30588432204e-05
90	4.56992400799e-06	1.28438948943e-05
91	4.46569900597e-06	1.31521430158e-05
92	4.62869018597e-06	1.25228168222e-05
93	4.56189976316e-06	1.25607106768e-05
94	4.00104218235e-06	1.22290494467e-05
95	4.720214865e-06	1.19973678264e-05
96	4.79374581935e-06	1.2635295504e-05
97	4.61055688434e-06	1.12293234181e-05
98	4.79143906706e-06	1.34398171651e-05
99	4.19060183365e-06	1.34264720876e-05
100	4.9049276693e-06	1.19218081716e-05
101	4.81015693435e-06	1.00172585505e-05
102	4.99058671335e-06	1.03860503986e-05
103	4.98216788728e-06	1.20505062813e-05
104	4.89691642867e-06	1.16338279821e-05
105	5.09133230122e-06	1.12581340879e-05
106	5.15607427799e-06	1.11201386713e-05
107	5.2469473951e-06	1.19484471571e-05
108	5.42616512622e-06	1.2145821691e-05
109	5.3547665337e-06	1.18844850035e-05
110	5.41018794393e-06	1.16136927617e-05
111	5.34051598001e-06	1.17402285236e-05
112	5.4825222068e-06	1.1891499807e-05
113	5.4237457422e-06	1.21024031926e-05
114	5.3911655998e-06	1.3097424906e-05
